ustat,alph1,alph2,beta,chi,diff
7.040415260602,2.035408226685,2.035408226685,13.6,0,0.0
1.347654419775,3.12526689754,2.660711737397,48.2,0,0.464555160143
0.838087579557,2.139826953897,2.139826953897,13.6,0,0.0
3.748013982398,2.46237060212,11.311378919459,11.6,0,8.849008317339
5.3116,2.01417,2.12818,17.0,0,0.11400999999999994
0.345306470547,1.030203627823,64.316314738934,46.4,0,63.286111111111
6.427736071541,1.787581845789,1.787581845789,70.5,0,0.0
0.695408864297,2.313433846085,1.997291604705,55.8,0,0.31614224138000013
0.215816544092,1.030203627823,64.316314738934,46.4,0,63.286111111111
1.485777007994,2.936375859175,0.708486898555,20.0,0,2.22788896062
6.647149558034,2.471377975102,2.471377975102,54.7,0,0.0
0.702123156779,1.735063023043,34.111702367305,83.2,0,32.376639344262
2.340410522598,1.735063023043,34.111702367305,83.2,0,32.376639344262
8.344906371558,2.313433846085,1.997291604705,55.8,0,0.31614224138000013
6.313353303172,3.122452026883,3.122452026883,65.9,0,0.0
1.668981274312,2.313433846085,1.997291604705,55.8,0,0.31614224138000013
1.082080172461,2.438502163637,2.076895515437,46.7,0,0.3616066482
2.479492295457,3.312698136839,3.312698136839,60.0,0,0.0
5.249137944638,1.45930048352,1.45930048352,60.0,0,0.0
0.627066958667,2.856576746438,2.856576746438,19.0,0,0.0
11.297276694737,2.226188060316,1.893686786755,46.7,0,0.3325012735609998
4.607683216365,1.499487760174,1.499487760174,89.3,0,0.0
3.266023700593,1.348658227763,1.348658227763,87.1,0,0.0
3.859519196846,1.790161995138,1.790161995138,89.0,0,0.0
7.438476886372,3.312698136839,3.312698136839,60.0,0,0.0
0.653204740119,1.348658227763,1.348658227763,87.1,0,0.0
1.228715524364,1.499487760174,1.499487760174,89.3,0,0.0
2.099655177855,1.45930048352,1.45930048352,60.0,0,0.0
0.457531073475,1.723729815155,73.78033358874,77.4,0,72.05660377358501
1.843073286546,1.499487760174,1.499487760174,89.3,0,0.0
6.738272098873,3.12526689754,2.660711737397,48.2,0,0.464555160143
7.22266034228,2.276778670827,2.276778670827,60.0,0,0.0
5.146025595794,1.790161995138,1.790161995138,89.0,0,0.0
1.543807678738,1.790161995138,1.790161995138,89.0,0,0.0
1.029205119159,1.790161995138,1.790161995138,89.0,0,0.0
2.011410190938,2.139826953897,2.139826953897,13.6,0,0.0
7.873706916957,1.45930048352,1.45930048352,60.0,0,0.0
2.129389901708,2.222213842781,95.116808437375,74.8,0,92.894594594594
1.347654419775,3.12526689754,2.660711737397,48.2,0,0.464555160143
5.069290824562,2.538867797028,2.191918885013,46.6,0,0.3469489120149998
1.714062952411,1.787581845789,1.787581845789,70.5,0,0.0
1.088674566864,1.348658227763,1.348658227763,87.1,0,0.0
7.155517417451,2.943029484614,2.505562996678,57.0,0,0.4374664879360002
2.021481629662,3.12526689754,2.660711737397,48.2,0,0.464555160143
9.704550599338,2.541755877142,2.541755877142,45.0,0,0.0
4.9242141477,1.96025073883,1.692372725682,36.4,0,0.26787801314799986
5.41699525671,2.276778670827,2.276778670827,60.0,0,0.0
1.12524348128,2.339371332468,1.991635583934,37.6,0,0.347735748534
2.388369754618,3.003492049746,3.003492049746,19.0,0,0.0
0.435469826746,1.348658227763,1.348658227763,87.1,0,0.0
2.589798529104,1.030203627823,64.316314738934,46.4,0,63.286111111111
