ustat,alph1,alph2,beta,chi,diff
1.083878643662,2.668612711829,2.307606074661,46.7,0,0.3610066371680003
9.414397245614,2.226188060316,1.893686786755,46.7,0,0.3325012735609998
3.61133017114,2.276778670827,2.276778670827,60.0,0,0.0
1.088674566864,1.348658227763,1.348658227763,87.1,0,0.0
3.369136049437,3.12526689754,2.660711737397,48.2,0,0.464555160143
0.255143114349,1.394260548934,87.044636488783,47.8,0,85.650375939849
7.438476886372,3.312698136839,3.312698136839,60.0,0,0.0
2.608502629592,2.576339974044,2.216328942605,46.7,0,0.36001103143899993
2.596992413907,2.438502163637,2.076895515437,46.7,0,0.3616066482
9.704550599338,2.541755877142,2.541755877142,45.0,0,0.0
7.763640479471,2.541755877142,2.541755877142,45.0,0,0.0
8.546335146044,2.469975536119,2.103701686512,46.7,0,0.36627384960699993
2.630563876322,3.122452026883,3.122452026883,65.9,0,0.0
2.877553921227,1.566148333333,6.236981666667,46.6,0,4.670833333334
1.228715524364,1.499487760174,1.499487760174,89.3,0,0.0
1.709267029209,2.469975536119,2.103701686512,46.7,0,0.36627384960699993
3.266023700593,1.348658227763,1.348658227763,87.1,0,0.0
1.755307891948,1.735063023043,34.111702367305,83.2,0,32.376639344262
0.695408864297,2.313433846085,1.997291604705,55.8,0,0.31614224138000013
4.607683216365,1.499487760174,1.499487760174,89.3,0,0.0
1.99414486741,2.471377975102,2.471377975102,54.7,0,0.0
1.520787247368,2.538867797028,2.191918885013,46.6,0,0.3469489120149998
2.573012797897,1.790161995138,1.790161995138,89.0,0,0.0
2.700584355072,2.339371332468,1.991635583934,37.6,0,0.347735748534
2.834390612409,2.228934005606,1.897614208651,46.7,0,0.3313197969549999
1.40808305212,2.035408226685,2.035408226685,13.6,0,0.0
1.444532068456,2.276778670827,2.276778670827,60.0,0,0.0
0.474796397002,1.855426773953,1.855426773953,84.5,0,0.0
1.186990992506,1.855426773953,1.855426773953,84.5,0,0.0
0.597092438655,3.003492049746,3.003492049746,19.0,0,0.0
2.340410522598,1.735063023043,34.111702367305,83.2,0,32.376639344262
3.582554631928,3.003492049746,3.003492049746,19.0,0,0.0
1.029205119159,1.790161995138,1.790161995138,89.0,0,0.0
4.500973925119,2.339371332468,1.991635583934,37.6,0,0.347735748534
0.767947202727,1.499487760174,1.499487760174,89.3,0,0.0
2.287655367375,1.723729815155,73.78033358874,77.4,0,72.05660377358501
2.146655225235,2.943029484614,2.505562996678,57.0,0,0.4374664879360002
1.633011850296,1.348658227763,1.348658227763,87.1,0,0.0
1.347654419775,3.12526689754,2.660711737397,48.2,0,0.464555160143
4.776739509237,3.003492049746,3.003492049746,19.0,0,0.0
3.111355177327,3.10240839475,2.678448857177,47.3,0,0.42395953757299987
1.244542070931,3.10240839475,2.678448857177,47.3,0,0.42395953757299987
2.781635457186,2.313433846085,1.997291604705,55.8,0,0.31614224138000013
1.504960700802,2.856576746438,2.856576746438,19.0,0,0.0
1.247539522932,1.535035443741,1.535035443741,54.7,0,0.0
11.297276694737,2.226188060316,1.893686786755,46.7,0,0.3325012735609998
3.431483051063,1.723729815155,73.78033358874,77.4,0,72.05660377358501
3.323574779017,2.471377975102,2.471377975102,54.7,0,0.0
5.3116,2.01417,2.12818,17.0,0,0.11400999999999994
0.82070235795,1.96025073883,1.692372725682,36.4,0,0.26787801314799986
2.145216448275,1.799854635452,1.553895547591,45.8,0,0.24595908786100007
3.2828094318,1.96025073883,1.692372725682,36.4,0,0.26787801314799986
0.842284012359,3.12526689754,2.660711737397,48.2,0,0.464555160143
5.053704074155,3.12526689754,2.660711737397,48.2,0,0.464555160143
9.001947850239,2.339371332468,1.991635583934,37.6,0,0.347735748534
1.450766768619,1.359039870791,58.170610118725,80.9,0,56.811570247934
8.695008765308,2.576339974044,2.216328942605,46.7,0,0.36001103143899993
1.774491584757,2.222213842781,95.116808437375,74.8,0,92.894594594594
1.086876095663,2.576339974044,2.216328942605,46.7,0,0.36001103143899993
3.945845814483,3.122452026883,3.122452026883,65.9,0,0.0
1.31228448616,1.45930048352,1.45930048352,60.0,0,0.0
6.6395,2.01417,2.12818,17.0,0,0.11400999999999994
6.738272098873,3.12526689754,2.660711737397,48.2,0,0.464555160143
5.261127752643,3.122452026883,3.122452026883,65.9,0,0.0
2.112124578181,2.035408226685,2.035408226685,13.6,0,0.0
1.340940127292,2.139826953897,2.139826953897,13.6,0,0.0
10.83399051342,2.276778670827,2.276778670827,60.0,0,0.0
5.363041120687,1.799854635452,1.553895547591,45.8,0,0.24595908786100007
2.373981985012,1.855426773953,1.855426773953,84.5,0,0.0
1.068291893256,2.469975536119,2.103701686512,46.7,0,0.36627384960699993
1.293940079912,2.541755877142,2.541755877142,45.0,0,0.0
2.021481629662,3.12526689754,2.660711737397,48.2,0,0.464555160143
11.244041947195,2.46237060212,11.311378919459,11.6,0,8.849008317339
1.43110348349,2.943029484614,2.505562996678,57.0,0,0.4374664879360002
7.496027964796,2.46237060212,11.311378919459,11.6,0,8.849008317339
2.099655177855,1.45930048352,1.45930048352,60.0,0,0.0
0.619873073864,3.312698136839,3.312698136839,60.0,0,0.0
2.166798102684,2.276778670827,2.276778670827,60.0,0,0.0
2.166798102684,2.276778670827,2.276778670827,60.0,0,0.0
6.083148989474,2.538867797028,2.191918885013,46.6,0,0.3469489120149998
2.011410190938,2.139826953897,2.139826953897,13.6,0,0.0
1.170205261299,1.735063023043,34.111702367305,83.2,0,32.376639344262
3.859519196846,1.790161995138,1.790161995138,89.0,0,0.0
7.485237137592,1.535035443741,1.535035443741,54.7,0,0.0
