10.5103	2.34451	2.34451	60.	3.28078
8.40821	2.34451	2.34451	60.	1.09448
7.00684	2.34451	2.34451	60.	0.840347
5.25513	2.34451	2.34451	60.	0.772829
3.50342	2.34451	2.34451	60.	0.811944
2.10205	2.34451	2.34451	60.	0.844523
1.40137	2.34451	2.34451	60.	0.802524
0.875855	2.34451	2.34451	60.	0.738868
7.43848	3.3127	3.3127	60.	1.21618
5.95078	3.3127	3.3127	60.	0.96995
4.95898	3.3127	3.3127	60.	0.899343
3.71924	3.3127	3.3127	60.	0.887534
2.47949	3.3127	3.3127	60.	0.897173
1.4877	3.3127	3.3127	60.	0.85309
0.991797	3.3127	3.3127	60.	0.94651
0.619873	3.3127	3.3127	60.	0.971123
9.21537	1.49949	1.49949	89.3	10.8777
7.37229	1.49949	1.49949	89.3	3.84137
6.14358	1.49949	1.49949	89.3	2.1349
4.60768	1.49949	1.49949	89.3	1.32423
3.07179	1.49949	1.49949	89.3	0.865975
1.84307	1.49949	1.49949	89.3	0.872108
1.22872	1.49949	1.49949	89.3	0.696683
0.767947	1.49949	1.49949	89.3	0.246369
3.26602	1.34866	1.34866	87.1	0.253715
2.61282	1.34866	1.34866	87.1	0.296173
2.17735	1.34866	1.34866	87.1	0.350765
1.63301	1.34866	1.34866	87.1	0.440134
1.08867	1.34866	1.34866	87.1	0.561655
0.653205	1.34866	1.34866	87.1	0.691259
0.43547	1.34866	1.34866	87.1	0.760977
0.272169	1.34866	1.34866	87.1	0.801441
2.37398	1.85543	1.85543	84.5	0.373169
1.89919	1.85543	1.85543	84.5	0.445455
1.58265	1.85543	1.85543	84.5	0.503065
1.18699	1.85543	1.85543	84.5	0.596749
0.791327	1.85543	1.85543	84.5	0.704067
0.474796	1.85543	1.85543	84.5	0.795251
0.316531	1.85543	1.85543	84.5	0.824626
0.197832	1.85543	1.85543	84.5	0.905848
10.9347	1.81385	1.57259	45.8	2.39007
8.74776	1.81385	1.57259	45.8	1.86879
7.2898	1.81385	1.57259	45.8	1.57538
5.46735	1.81385	1.57259	45.8	1.32349
3.6449	1.81385	1.57259	45.8	1.17362
2.18694	1.81385	1.57259	45.8	1.00705
1.45796	1.81385	1.57259	45.8	0.90333
0.911225	1.81385	1.57259	45.8	0.626775
12.985	2.4385	2.0769	46.7	5.73479
10.388	2.4385	2.0769	46.7	2.29598
8.65664	2.4385	2.0769	46.7	1.11783
6.49248	2.4385	2.0769	46.7	0.643395
4.32832	2.4385	2.0769	46.7	0.484293
2.59699	2.4385	2.0769	46.7	0.445637
1.73133	2.4385	2.0769	46.7	0.418665
1.08208	2.4385	2.0769	46.7	0.622289
8.34491	2.31343	1.99729	55.8	0.950278
6.67593	2.31343	1.99729	55.8	0.953058
5.56327	2.31343	1.99729	55.8	0.924412
4.17245	2.31343	1.99729	55.8	0.941238
2.78164	2.31343	1.99729	55.8	0.810124
1.66898	2.31343	1.99729	55.8	0.764406
1.11265	2.31343	1.99729	55.8	0.698047
0.695409	2.31343	1.99729	55.8	0.61557
3.43148	1.72373	73.7803	77.4	1.10705
2.74519	1.72373	73.7803	77.4	1.14403
2.28766	1.72373	73.7803	77.4	1.09331
1.71574	1.72373	73.7803	77.4	1.06387
1.14383	1.72373	73.7803	77.4	1.02639
0.686297	1.72373	73.7803	77.4	0.987065
0.457531	1.72373	73.7803	77.4	0.978664
0.285957	1.72373	73.7803	77.4	0.95881
9.97072	2.47138	2.47138	54.7	1.53732
7.97658	2.47138	2.47138	54.7	0.858184
6.64715	2.47138	2.47138	54.7	0.689585
4.98536	2.47138	2.47138	54.7	0.688448
3.32357	2.47138	2.47138	54.7	0.734698
1.99414	2.47138	2.47138	54.7	0.7656
1.32943	2.47138	2.47138	54.7	0.687229
0.830894	2.47138	2.47138	54.7	0.658201
7.89169	3.12245	3.12245	65.9	1.16861
6.31335	3.12245	3.12245	65.9	0.860127
5.26113	3.12245	3.12245	65.9	0.765549
